,STEP,PID,PX,PY,NID,NX,NY
94217,200,8,-1.1690309399468748,-5.814245902881209,9,-2.604670095358113,-4.366895364902282
94218,200,8,-1.1690309399468748,-5.814245902881209,17,0.4554794290314021,-4.9248768065221125
94219,200,8,-1.1690309399468748,-5.814245902881209,10,0.3209476304892117,-7.129369385338341
94220,200,8,-1.1690309399468748,-5.814245902881209,19,-1.8260055670490536,-8.371466052677741
94221,200,8,-1.1690309399468748,-5.814245902881209,20,-2.8999596840104696,-6.7171215788683485
