STEP,ID,X,Y,PERIM,CX,CY,CMAG,RX,RY,RMAG,IX,IY,IMAG,DX,DY,DMAG,CHANGEX,CHANGEY,CHANGEMAG
0,0,-2.1800003051757812,-0.19999980926513672,true,0.23699994075298036,-0.07920007066726953,0.24988321894560403,-10.99754676049769,-4.740407537790007,11.975704504273205,-10.76054681974471,-4.819607608457276,11.790588847017661,0.0,0.0,0.0,-10.76054681974471,-4.819607608457276,11.790588847017661
0,1,1.539999008178711,-0.26000022888183594,true,-0.16100001974900616,-0.002500033477943475,0.16101942903442185,8.344492239774711,1.5680092349691581,8.490536125628873,8.183492220025705,1.5655092014912146,8.331888379903736,0.0,0.0,0.0,8.183492220025705,1.5655092014912146,8.331888379903736
0,2,-1.4400005340576172,0.8999996185302734,true,0.15299997937679186,-0.14899998303254355,0.21356495178984075,-0.7726213400939296,10.752063287824535,10.779787042449062,-0.6196213607171377,10.603063304791991,10.621152577572898,0.0,0.0,0.0,-0.6196213607171377,10.603063304791991,10.621152577572898
0,3,0.0,0.0,false,-0.008000151634222321,-0.048000051498415054,0.048662175968826625,-3.2645052802394416,1.0865384351089233,3.4405756052846947,-3.272505431873664,1.0385383836105082,3.433344400999551,0.0,0.0,0.0,-3.272505431873664,1.0385383836105082,3.433344400999551
0,4,1.7599983215332031,-1.1000003814697266,true,-0.19319990925788488,0.09120000247955318,0.21364373473033432,9.14454626427313,-18.489937803810236,20.62766410353345,8.951346355015245,-18.398737801330682,20.46069779478597,0.0,0.0,0.0,8.951346355015245,-18.398737801330682,20.46069779478597
0,5,-0.5400009155273438,-1.0200004577636719,false,0.08200000452995305,0.12200003155072636,0.14699662731263785,-0.6587749965910952,7.610040989479836,7.63850170895424,-0.5767749920611421,7.732041021030563,7.753523569472558,0.0,0.0,0.0,-0.5767749920611421,7.732041021030563,7.753523569472558
0,6,1.1799983978271484,0.6799993515014648,true,-0.1401427597148037,-0.13842853687490578,0.19698338234939605,7.651980547619725,11.421177309539438,13.747585149294009,7.511837787904921,11.282748772664531,13.554634883273664,0.0,0.0,0.0,7.511837787904921,11.282748772664531,13.554634883273664
0,7,0.2199993133544922,1.6399993896484375,true,-0.010800018739701045,-0.236999969363211,0.23724591858015354,-4.026473615278813,14.512958671149308,15.061157298329512,-4.037273634018514,14.275958701786097,14.835854382240452,0.0,0.0,0.0,-4.037273634018514,14.275958701786097,14.835854382240452
0,8,0.17999839782714844,-1.8600006103515625,true,-0.01499989432947554,0.20271435589449993,0.20326855860072757,12.140240347742711,-12.537715386371284,17.452213120707967,12.125240453413236,-12.335001030476784,17.296638588897906,0.0,0.0,0.0,12.125240453413236,-12.335001030476784,17.296638588897906
0,9,-1.2000007629394531,-1.6599998474121094,true,0.06060001614093835,0.1835999466419196,0.19334244842557907,-20.674647426060314,-14.43376660609126,25.21457246575911,-20.614047409919376,-14.25016665944934,25.060051884233705,0.0,0.0,0.0,-20.614047409919376,-14.25016665944934,25.060051884233705
1,0,-2.2256322372188717,-0.22043817643378752,true,0.24203355594159043,-0.07460997494516171,0.25327236438871226,-10.057019352450387,-3.9085455339849404,10.789826988733195,-9.814985796508797,-3.983155508930102,10.592425312174244,0.0,0.0,0.0,-9.814985796508797,-3.983155508930102,10.592425312174244
1,1,1.5891084775386062,-0.2506055445499746,true,-0.16787515985855975,-0.0020567378752168256,0.16788775854190305,7.629317055866274,1.9389861826794619,7.871857859206675,7.461441896007714,1.9369294448042451,7.708748980324166,0.0,0.0,0.0,7.461441896007714,1.9369294448042451,7.708748980324166
1,2,-1.4429174555767015,0.9499144624482635,true,0.15033663356491092,-0.1538410119437489,0.21510034948253107,-1.8893035194784755,9.861309284036999,10.04066176026999,-1.7389668859135645,9.70746827209325,9.86199503569136,0.0,0.0,0.0,-1.7389668859135645,9.70746827209325,9.86199503569136
1,3,-0.04765769317497441,0.015124296867815178,false,-4.058268241896405E-4,-0.04911178347669817,0.049113460188356876,-1.76038370888588,1.4107840110072043,2.255939344979023,-1.7607895357100696,1.3616722275305062,2.2258775896922036,0.0,0.0,0.0,-1.7607895357100696,1.3616722275305062,2.2258775896922036
1,4,1.7818728112947388,-1.1449615510739337,true,-0.19466630245532004,0.10035446080552637,0.2190113858117748,7.9886468832502215,-16.538295178966035,18.36664603164864,7.793980580794901,-16.437940718160508,18.192086970646532,0.0,0.0,0.0,7.793980580794901,-16.437940718160508,18.192086970646532
1,5,-0.5437203535056335,-0.9701389911222718,false,0.0822712865162134,0.11509877104679056,0.14147894430449498,-0.8993848589168305,5.90146868192851,5.969608507116012,-0.8171135724006171,6.0165674529753,6.071800268981432,0.0,0.0,0.0,-0.8171135724006171,6.0165674529753,6.071800268981432
1,6,1.2077078786226094,0.7216188751478473,true,-0.14348201861502052,-0.1427045384346525,0.20236520193869378,7.030313488318114,9.832255702197797,12.087123724750594,6.886831469703094,9.689551163763145,11.88763430827499,0.0,0.0,0.0,6.886831469703094,9.689551163763145,11.88763430827499
1,7,0.20639283815567142,1.6881124222609187,true,-0.008083300427435009,-0.23923947988190988,0.23937599812839827,-3.588338820798762,13.427939029042541,13.899126665389282,-3.596422121226197,13.188699549160631,13.670261441248114,0.0,0.0,0.0,-3.596422121226197,13.188699549160631,13.670261441248114
1,8,0.21504925632720506,-1.8956578311197998,true,-0.021102771697766635,0.20853797631692053,0.2096029926782644,10.07459669003551,-10.996876120723647,14.914046495884891,10.053493918337743,-10.788338144406726,14.746558238589612,0.0,0.0,0.0,10.053493918337743,-10.788338144406726,14.746558238589612
