STEP,PID,PX,PY,PZ,NID,NX,NY,NZ,RANGE,REPULSE,SIZE,MASS,PERIM,COHX,COHY,COHZ,MAG,DIST
0,0,2,-14.400005340576172,8.999996185302734,0.0,30.0,20.0,10.0,1.0,true,1.1099997007846696,1.6499992072581904,0.0,1.9886167855307648,13.257444710068246
0,0,3,0.0,0.0,0.0,30.0,20.0,10.0,1.0,true,3.2700005877018157,0.29999972581862266,0.0,3.283733192429231,21.891553746302684
0,0,5,-5.400009155273438,-10.200004577636719,0.0,30.0,20.0,10.0,1.0,true,2.4599991822242373,-1.23000102162365,0.0,2.7503633377681465,18.33575485652354
0,0,8,1.7999839782714844,-18.600006103515625,0.0,30.0,20.0,10.0,1.0,true,3.539998195171279,-2.4900013005733967,0.0,4.328012673118359,28.85341667425729
0,0,9,-12.000007629394531,-16.599998474121094,0.0,30.0,20.0,10.0,1.0,true,1.4699993717670168,-2.1900001442432426,0.0,2.6376123264765137,17.58408147778147
0,1,3,0.0,0.0,0.0,30.0,20.0,10.0,1.0,true,-2.3099986040591602,0.3900003588199752,0.0,2.342689443915898,15.617929005505244
0,1,7,2.199993133544922,16.399993896484375,0.0,30.0,20.0,10.0,1.0,true,-1.979999620914441,2.8499995410442125,0.0,3.470287579261055,23.13524960909481
0,1,6,11.799983978271484,6.799993515014648,0.0,30.0,20.0,10.0,1.0,true,-0.5400009369850522,1.4099994266032922,0.0,1.5098673434995367,10.065781890018673
0,1,4,17.59998321533203,-11.000003814697266,0.0,30.0,20.0,10.0,1.0,true,0.3299989831447192,-1.2600002789497466,0.0,1.3024976129843724,8.683317074851796
0,1,8,1.7999839782714844,-18.600006103515625,0.0,30.0,20.0,10.0,1.0,true,-2.040000996589697,-2.400000667572044,0.0,3.1498582937067527,20.999054456950898
0,1,5,-5.400009155273438,-10.200004577636719,0.0,30.0,20.0,10.0,1.0,true,-3.1200000095367386,-1.1400003886222976,0.0,3.321746670889916,22.14497692597045
0,2,7,2.199993133544922,16.399993896484375,0.0,30.0,20.0,10.0,1.0,true,2.4899998700618653,1.1099997007846696,0.0,2.726205914572515,18.174705374952193
0,2,6,11.799983978271484,6.799993515014648,0.0,30.0,20.0,10.0,1.0,true,3.929998553991254,-0.33000041365625066,0.0,3.9438292188413335,26.292193747517647
0,2,3,0.0,0.0,0.0,30.0,20.0,10.0,1.0,true,2.160000886917146,-1.3499994814395677,0.0,2.547175382923202,16.981168544717
0,2,5,-5.400009155273438,-10.200004577636719,0.0,30.0,20.0,10.0,1.0,true,1.3499994814395677,-2.8800002288818405,0.0,3.1807074556215564,21.204715528210684
0,2,9,-12.000007629394531,-16.599998474121094,0.0,30.0,20.0,10.0,1.0,true,0.3599996709823472,-3.839999351501433,0.0,3.856837406819067,25.712248357080824
0,2,0,-21.800003051757812,-1.9999980926513672,0.0,30.0,20.0,10.0,1.0,true,-1.1099997007846696,-1.6499992072581904,0.0,1.9886167855307648,13.257444710068246
0,3,2,-14.400005340576172,8.999996185302734,0.0,30.0,20.0,10.0,1.0,true,-2.160000886917146,1.3499994814395677,0.0,2.547175382923202,16.981168544717
0,3,7,2.199993133544922,16.399993896484375,0.0,30.0,20.0,10.0,1.0,true,0.3299989831447192,2.4599991822242373,0.0,2.482034509312968,16.546896071238542
0,3,6,11.799983978271484,6.799993515014648,0.0,30.0,20.0,10.0,1.0,true,1.769997667074108,1.019999067783317,0.0,2.0428631475766115,13.619087109336844
0,3,1,15.39999008178711,-2.6000022888183594,0.0,30.0,20.0,10.0,1.0,true,2.3099986040591602,-0.3900003588199752,0.0,2.342689443915898,15.617929005505244
0,3,4,17.59998321533203,-11.000003814697266,0.0,30.0,20.0,10.0,1.0,true,2.6399975872038794,-1.6500006377697218,0.0,3.1132120655494693,20.75474627894361
0,3,8,1.7999839782714844,-18.600006103515625,0.0,30.0,20.0,10.0,1.0,true,0.2699976074694632,-2.7900010263920194,0.0,2.803034861593369,18.6868983347385
0,3,5,-5.400009155273438,-10.200004577636719,0.0,30.0,20.0,10.0,1.0,true,-0.8100014054775785,-1.5300007474422728,0.0,1.7311858837368002,11.541238766304376
0,3,9,-12.000007629394531,-16.599998474121094,0.0,30.0,20.0,10.0,1.0,true,-1.800001215934799,-2.4899998700618653,0.0,3.0724751797654704,20.483167051175208
0,3,0,-21.800003051757812,-1.9999980926513672,0.0,30.0,20.0,10.0,1.0,true,-3.2700005877018157,-0.29999972581862266,0.0,3.283733192429231,21.891553746302684
0,4,5,-5.400009155273438,-10.200004577636719,0.0,30.0,20.0,10.0,1.0,true,-3.449998992681458,0.11999989032744907,0.0,3.4520853151655557,23.013901186613435
0,4,3,0.0,0.0,0.0,30.0,20.0,10.0,1.0,false,-2.6399975872038794,1.6500006377697218,0.0,3.1132120655494693,20.75474627894361
0,4,6,11.799983978271484,6.799993515014648,0.0,30.0,20.0,10.0,1.0,true,-0.8699999201297715,2.669999705553039,0.0,2.8081663570164648,18.721108302866426
0,4,1,15.39999008178711,-2.6000022888183594,0.0,30.0,20.0,10.0,1.0,true,-0.3299989831447192,1.2600002789497466,0.0,1.3024976129843724,8.683317074851796
0,4,8,1.7999839782714844,-18.600006103515625,0.0,30.0,20.0,10.0,1.0,true,-2.3699999797344162,-1.1400003886222976,0.0,2.62992410346765,17.532826659759063
0,5,0,-21.800003051757812,-1.9999980926513672,0.0,30.0,20.0,10.0,1.0,true,-2.4599991822242373,1.23000102162365,0.0,2.7503633377681465,18.33575485652354
